C:\Data\IMG\center_2020_07_23_22_22_50_286.jpg, C:\Data\IMG\left_2020_07_23_22_22_50_286.jpg, C:\Data\IMG\right_2020_07_23_22_22_50_286.jpg, 0, 0, 0, 7.775805E-05
C:\Data\IMG\center_2020_07_23_22_22_50_390.jpg, C:\Data\IMG\left_2020_07_23_22_22_50_390.jpg, C:\Data\IMG\right_2020_07_23_22_22_50_390.jpg, 0, 0, 0, 7.794845E-05
C:\Data\IMG\center_2020_07_23_22_22_50_491.jpg, C:\Data\IMG\left_2020_07_23_22_22_50_491.jpg, C:\Data\IMG\right_2020_07_23_22_22_50_491.jpg, 0, 0, 0, 7.867884E-05
C:\Data\IMG\center_2020_07_23_22_22_50_593.jpg, C:\Data\IMG\left_2020_07_23_22_22_50_593.jpg, C:\Data\IMG\right_2020_07_23_22_22_50_593.jpg, 0, 0, 0, 7.827711E-05
C:\Data\IMG\center_2020_07_23_22_22_50_696.jpg, C:\Data\IMG\left_2020_07_23_22_22_50_696.jpg, C:\Data\IMG\right_2020_07_23_22_22_50_696.jpg, 0, 0, 0, 7.897642E-05
C:\Data\IMG\center_2020_07_23_22_22_50_802.jpg, C:\Data\IMG\left_2020_07_23_22_22_50_802.jpg, C:\Data\IMG\right_2020_07_23_22_22_50_802.jpg, 0, 0, 0, 7.77615E-05
C:\Data\IMG\center_2020_07_23_22_22_50_905.jpg, C:\Data\IMG\left_2020_07_23_22_22_50_905.jpg, C:\Data\IMG\right_2020_07_23_22_22_50_905.jpg, 0, 0, 0, 7.782847E-05
C:\Data\IMG\center_2020_07_23_22_22_51_005.jpg, C:\Data\IMG\left_2020_07_23_22_22_51_005.jpg, C:\Data\IMG\right_2020_07_23_22_22_51_005.jpg, 0, 0, 0, 7.820662E-05
C:\Data\IMG\center_2020_07_23_22_22_51_108.jpg, C:\Data\IMG\left_2020_07_23_22_22_51_108.jpg, C:\Data\IMG\right_2020_07_23_22_22_51_108.jpg, 0, 0, 0, 7.98955E-05
C:\Data\IMG\center_2020_07_23_22_22_51_209.jpg, C:\Data\IMG\left_2020_07_23_22_22_51_209.jpg, C:\Data\IMG\right_2020_07_23_22_22_51_209.jpg, 0, 0, 0, 8.247279E-05
C:\Data\IMG\center_2020_07_23_22_22_51_310.jpg, C:\Data\IMG\left_2020_07_23_22_22_51_310.jpg, C:\Data\IMG\right_2020_07_23_22_22_51_310.jpg, 0, 0, 0, 7.902525E-05
C:\Data\IMG\center_2020_07_23_22_22_51_410.jpg, C:\Data\IMG\left_2020_07_23_22_22_51_410.jpg, C:\Data\IMG\right_2020_07_23_22_22_51_410.jpg, 0, 0, 0, 7.839163E-05
C:\Data\IMG\center_2020_07_23_22_22_51_511.jpg, C:\Data\IMG\left_2020_07_23_22_22_51_511.jpg, C:\Data\IMG\right_2020_07_23_22_22_51_511.jpg, 0, 0, 0, 7.841746E-05
C:\Data\IMG\center_2020_07_23_22_22_51_613.jpg, C:\Data\IMG\left_2020_07_23_22_22_51_613.jpg, C:\Data\IMG\right_2020_07_23_22_22_51_613.jpg, 0, 0, 0, 7.891489E-05
C:\Data\IMG\center_2020_07_23_22_22_51_715.jpg, C:\Data\IMG\left_2020_07_23_22_22_51_715.jpg, C:\Data\IMG\right_2020_07_23_22_22_51_715.jpg, 0, 0, 0, 7.869781E-05
C:\Data\IMG\center_2020_07_23_22_22_51_816.jpg, C:\Data\IMG\left_2020_07_23_22_22_51_816.jpg, C:\Data\IMG\right_2020_07_23_22_22_51_816.jpg, 0, 0, 0, 7.791785E-05
C:\Data\IMG\center_2020_07_23_22_22_51_922.jpg, C:\Data\IMG\left_2020_07_23_22_22_51_922.jpg, C:\Data\IMG\right_2020_07_23_22_22_51_922.jpg, 0, 0.2364522, 0, 0.1331128
C:\Data\IMG\center_2020_07_23_22_22_52_025.jpg, C:\Data\IMG\left_2020_07_23_22_22_52_025.jpg, C:\Data\IMG\right_2020_07_23_22_22_52_025.jpg, 0, 0.2695647, 0, 0.5322418
C:\Data\IMG\center_2020_07_23_22_22_52_128.jpg, C:\Data\IMG\left_2020_07_23_22_22_52_128.jpg, C:\Data\IMG\right_2020_07_23_22_22_52_128.jpg, 0, 0, 0, 0.6276585
C:\Data\IMG\center_2020_07_23_22_22_52_232.jpg, C:\Data\IMG\left_2020_07_23_22_22_52_232.jpg, C:\Data\IMG\right_2020_07_23_22_22_52_232.jpg, 0, 0, 0, 0.6208987
C:\Data\IMG\center_2020_07_23_22_22_52_334.jpg, C:\Data\IMG\left_2020_07_23_22_22_52_334.jpg, C:\Data\IMG\right_2020_07_23_22_22_52_334.jpg, 0, 0.1357695, 0, 0.6306657
C:\Data\IMG\center_2020_07_23_22_22_52_436.jpg, C:\Data\IMG\left_2020_07_23_22_22_52_436.jpg, C:\Data\IMG\right_2020_07_23_22_22_52_436.jpg, 0, 0.4423398, 0, 1.068048
C:\Data\IMG\center_2020_07_23_22_22_52_538.jpg, C:\Data\IMG\left_2020_07_23_22_22_52_538.jpg, C:\Data\IMG\right_2020_07_23_22_22_52_538.jpg, -0.0407541, 0.2322545, 0, 1.456817
C:\Data\IMG\center_2020_07_23_22_22_52_639.jpg, C:\Data\IMG\left_2020_07_23_22_22_52_639.jpg, C:\Data\IMG\right_2020_07_23_22_22_52_639.jpg, -0.1094286, 0, 0, 1.503375
C:\Data\IMG\center_2020_07_23_22_22_52_742.jpg, C:\Data\IMG\left_2020_07_23_22_22_52_742.jpg, C:\Data\IMG\right_2020_07_23_22_22_52_742.jpg, 0, 0, 0, 1.487837
C:\Data\IMG\center_2020_07_23_22_22_52_844.jpg, C:\Data\IMG\left_2020_07_23_22_22_52_844.jpg, C:\Data\IMG\right_2020_07_23_22_22_52_844.jpg, 0, 0, 0, 1.472915
C:\Data\IMG\center_2020_07_23_22_22_52_945.jpg, C:\Data\IMG\left_2020_07_23_22_22_52_945.jpg, C:\Data\IMG\right_2020_07_23_22_22_52_945.jpg, -0.1230942, 0, 0, 1.457185
C:\Data\IMG\center_2020_07_23_22_22_53_048.jpg, C:\Data\IMG\left_2020_07_23_22_22_53_048.jpg, C:\Data\IMG\right_2020_07_23_22_22_53_048.jpg, -0.2232339, 0, 0, 1.438573
C:\Data\IMG\center_2020_07_23_22_22_53_153.jpg, C:\Data\IMG\left_2020_07_23_22_22_53_153.jpg, C:\Data\IMG\right_2020_07_23_22_22_53_153.jpg, 0, 0.1139568, 0, 1.461869
C:\Data\IMG\center_2020_07_23_22_22_53_256.jpg, C:\Data\IMG\left_2020_07_23_22_22_53_256.jpg, C:\Data\IMG\right_2020_07_23_22_22_53_256.jpg, 0, 0.4163055, 0, 1.814219
C:\Data\IMG\center_2020_07_23_22_22_53_357.jpg, C:\Data\IMG\left_2020_07_23_22_22_53_357.jpg, C:\Data\IMG\right_2020_07_23_22_22_53_357.jpg, -0.172119, 0.203768, 0, 2.155364
C:\Data\IMG\center_2020_07_23_22_22_53_457.jpg, C:\Data\IMG\left_2020_07_23_22_22_53_457.jpg, C:\Data\IMG\right_2020_07_23_22_22_53_457.jpg, -0.2145986, 0, 0, 2.191923
C:\Data\IMG\center_2020_07_23_22_22_53_558.jpg, C:\Data\IMG\left_2020_07_23_22_22_53_558.jpg, C:\Data\IMG\right_2020_07_23_22_22_53_558.jpg, 0, 0, 0, 2.168966
C:\Data\IMG\center_2020_07_23_22_22_53_662.jpg, C:\Data\IMG\left_2020_07_23_22_22_53_662.jpg, C:\Data\IMG\right_2020_07_23_22_22_53_662.jpg, -0.0716919, 0, 0, 2.142431
C:\Data\IMG\center_2020_07_23_22_22_53_766.jpg, C:\Data\IMG\left_2020_07_23_22_22_53_766.jpg, C:\Data\IMG\right_2020_07_23_22_22_53_766.jpg, -0.3688032, 0, 0, 2.111508
C:\Data\IMG\center_2020_07_23_22_22_53_870.jpg, C:\Data\IMG\left_2020_07_23_22_22_53_870.jpg, C:\Data\IMG\right_2020_07_23_22_22_53_870.jpg, -0.1010151, 0, 0, 2.091784
C:\Data\IMG\center_2020_07_23_22_22_53_973.jpg, C:\Data\IMG\left_2020_07_23_22_22_53_973.jpg, C:\Data\IMG\right_2020_07_23_22_22_53_973.jpg, -0.1009206, 0, 0, 2.068907
C:\Data\IMG\center_2020_07_23_22_22_54_073.jpg, C:\Data\IMG\left_2020_07_23_22_22_54_073.jpg, C:\Data\IMG\right_2020_07_23_22_22_54_073.jpg, -0.4008575, 0.2699046, 0, 2.185191
C:\Data\IMG\center_2020_07_23_22_22_54_176.jpg, C:\Data\IMG\left_2020_07_23_22_22_54_176.jpg, C:\Data\IMG\right_2020_07_23_22_22_54_176.jpg, -0.1717496, 0.335266, 0, 2.659482
C:\Data\IMG\center_2020_07_23_22_22_54_282.jpg, C:\Data\IMG\left_2020_07_23_22_22_54_282.jpg, C:\Data\IMG\right_2020_07_23_22_22_54_282.jpg, 0, 0, 0, 2.80051
C:\Data\IMG\center_2020_07_23_22_22_54_387.jpg, C:\Data\IMG\left_2020_07_23_22_22_54_387.jpg, C:\Data\IMG\right_2020_07_23_22_22_54_387.jpg, 0, 0.2968677, 0, 2.968933
C:\Data\IMG\center_2020_07_23_22_22_54_490.jpg, C:\Data\IMG\left_2020_07_23_22_22_54_490.jpg, C:\Data\IMG\right_2020_07_23_22_22_54_490.jpg, 0, 0.5950293, 0, 3.532738
C:\Data\IMG\center_2020_07_23_22_22_54_592.jpg, C:\Data\IMG\left_2020_07_23_22_22_54_592.jpg, C:\Data\IMG\right_2020_07_23_22_22_54_592.jpg, 0, 0.3450228, 0, 4.065841
C:\Data\IMG\center_2020_07_23_22_22_54_694.jpg, C:\Data\IMG\left_2020_07_23_22_22_54_694.jpg, C:\Data\IMG\right_2020_07_23_22_22_54_694.jpg, -0.1220454, 0.5836022, 0, 4.585387
C:\Data\IMG\center_2020_07_23_22_22_54_797.jpg, C:\Data\IMG\left_2020_07_23_22_22_54_797.jpg, C:\Data\IMG\right_2020_07_23_22_22_54_797.jpg, -0.3219243, 0.8903358, 0, 5.452703
C:\Data\IMG\center_2020_07_23_22_22_54_898.jpg, C:\Data\IMG\left_2020_07_23_22_22_54_898.jpg, C:\Data\IMG\right_2020_07_23_22_22_54_898.jpg, -0.03226798, 1, 0, 6.597469
C:\Data\IMG\center_2020_07_23_22_22_54_999.jpg, C:\Data\IMG\left_2020_07_23_22_22_54_999.jpg, C:\Data\IMG\right_2020_07_23_22_22_54_999.jpg, -0.249726, 1, 0, 7.730261
C:\Data\IMG\center_2020_07_23_22_22_55_100.jpg, C:\Data\IMG\left_2020_07_23_22_22_55_100.jpg, C:\Data\IMG\right_2020_07_23_22_22_55_100.jpg, 0, 1, 0, 9.078126
C:\Data\IMG\center_2020_07_23_22_22_55_200.jpg, C:\Data\IMG\left_2020_07_23_22_22_55_200.jpg, C:\Data\IMG\right_2020_07_23_22_22_55_200.jpg, 0, 1, 0, 10.19233
C:\Data\IMG\center_2020_07_23_22_22_55_302.jpg, C:\Data\IMG\left_2020_07_23_22_22_55_302.jpg, C:\Data\IMG\right_2020_07_23_22_22_55_302.jpg, -0.148935, 1, 0, 11.29268
C:\Data\IMG\center_2020_07_23_22_22_55_406.jpg, C:\Data\IMG\left_2020_07_23_22_22_55_406.jpg, C:\Data\IMG\right_2020_07_23_22_22_55_406.jpg, -0.2858529, 1, 0, 12.46712
C:\Data\IMG\center_2020_07_23_22_22_55_508.jpg, C:\Data\IMG\left_2020_07_23_22_22_55_508.jpg, C:\Data\IMG\right_2020_07_23_22_22_55_508.jpg, 0, 0.7104967, 0, 13.13906
C:\Data\IMG\center_2020_07_23_22_22_55_610.jpg, C:\Data\IMG\left_2020_07_23_22_22_55_610.jpg, C:\Data\IMG\right_2020_07_23_22_22_55_610.jpg, 0, 0.4153007, 0, 13.94179
C:\Data\IMG\center_2020_07_23_22_22_55_712.jpg, C:\Data\IMG\left_2020_07_23_22_22_55_712.jpg, C:\Data\IMG\right_2020_07_23_22_22_55_712.jpg, -0.279237, 0.1059413, 0, 13.55168
C:\Data\IMG\center_2020_07_23_22_22_55_816.jpg, C:\Data\IMG\left_2020_07_23_22_22_55_816.jpg, C:\Data\IMG\right_2020_07_23_22_22_55_816.jpg, -0.2500968, 0, 0, 13.96358
C:\Data\IMG\center_2020_07_23_22_22_55_939.jpg, C:\Data\IMG\left_2020_07_23_22_22_55_939.jpg, C:\Data\IMG\right_2020_07_23_22_22_55_939.jpg, -0.2469954, 0, 0, 13.7952
C:\Data\IMG\center_2020_07_23_22_22_56_040.jpg, C:\Data\IMG\left_2020_07_23_22_22_56_040.jpg, C:\Data\IMG\right_2020_07_23_22_22_56_040.jpg, -0.5535906, 0, 0, 13.56513
C:\Data\IMG\center_2020_07_23_22_22_56_141.jpg, C:\Data\IMG\left_2020_07_23_22_22_56_141.jpg, C:\Data\IMG\right_2020_07_23_22_22_56_141.jpg, -0.2503506, 0, 0, 12.8955
C:\Data\IMG\center_2020_07_23_22_22_56_245.jpg, C:\Data\IMG\left_2020_07_23_22_22_56_245.jpg, C:\Data\IMG\right_2020_07_23_22_22_56_245.jpg, -0.09216898, 0, 0, 13.23734
C:\Data\IMG\center_2020_07_23_22_22_56_346.jpg, C:\Data\IMG\left_2020_07_23_22_22_56_346.jpg, C:\Data\IMG\right_2020_07_23_22_22_56_346.jpg, -0.394992, 0, 0, 12.60157
